"Symbol","Name","IPOyear","Sector","Industry"
"FISV","Fiserv, Inc.","1986","Technology","EDP Services"
"FIVE","Five Below, Inc.","n/a","Consumer Services","Department/Specialty Retail Stores"
"FLML","Flamel Technologies S.A.","1996","Health Care","Major Pharmaceuticals"
"FLXS","Flexsteel Industries, Inc.","n/a","Consumer Durables","Home Furnishings"
"FLEX","Flextronics International Ltd.","1994","Technology","Electrical Products"
"FLIR","FLIR Systems, Inc.","1993","Capital Goods","Industrial Machinery/Components"
"FLOW","Flow International Corporation","n/a","Capital Goods","Industrial Machinery/Components"
"FLDM","Fluidigm Corporation","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"FFIC","Flushing Financial Corporation","n/a","Finance","Major Banks"
"FONR","Fonar Corporation","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"VIFL","Food Technology Service, Inc.","n/a","Miscellaneous","Business Services"
"FES","Forbes Energy Services Ltd","n/a","Energy","Oilfield Services/Equipment"
"FORM","FormFactor, Inc.","1993","Technology","Semiconductors"
"FORTY","Formula Systems (1985) Ltd.","n/a","Technology","EDP Services"
"FORR","Forrester Research, Inc.","1985","Consumer Services","Diversified Commercial Services"
"FTNT","Fortinet, Inc.","2009","Technology","Computer peripheral equipment"
"FWRD","Forward Air Corporation","n/a","Transportation","Oil Refining/Marketing"
"FORD","Forward Industries, Inc.","n/a","Consumer Non-Durables","Plastic Products"
"FOSL","Fossil Group, Inc.","1993","Consumer Non-Durables","Consumer Specialties"
"FWLT","Foster Wheeler AG.","n/a","Basic Industries","Military/Government/Technical"
"FXCB","Fox Chase Bancorp, Inc.","n/a","Finance","Savings Institutions"
"FOXF","Fox Factory Holding Corp.","n/a","Consumer Non-Durables","Motor Vehicles"
"FRAN","Francesca&#39;s Holdings Corporation","n/a","Consumer Services","Clothing/Shoe/Accessory Stores"
"FELE","Franklin Electric Co., Inc.","n/a","Consumer Durables","Metal Fabrications"
"FRNK","Franklin Financial Corporation","n/a","Finance","Savings Institutions"
"FRED","Fred&#39;s, Inc.","1992","Consumer Services","Department/Specialty Retail Stores"
"FREE","FreeSeas Inc.","n/a","Transportation","Marine Transportation"
"RAIL","Freightcar America, Inc.","1992","Capital Goods","Railroads"
"FEIM","Frequency Electronics, Inc.","n/a","Capital Goods","Electrical Products"
"FTR","Frontier Communications Corporation","n/a","Public Utilities","Telecommunications Equipment"
"FSBW","FS Bancorp, Inc.","n/a","Finance","Banks"
"FSYS","Fuel Systems Solutions, Inc.","n/a","Capital Goods","Auto Parts:O.E.M."
"FTEK","Fuel Tech, Inc.","n/a","Capital Goods","Pollution Control Equipment"
"FCEL","FuelCell Energy, Inc.","n/a","Energy","Industrial Machinery/Components"
"FULL","Full Circle Capital Corporation","2010","n/a","n/a"
"FULLL","Full Circle Capital Corporation","n/a","n/a","n/a"
"FLL","Full House Resorts, Inc.","n/a","Consumer Services","Hotels/Resorts"
"FULT","Fulton Financial Corporation","n/a","Finance","Major Banks"
"FURX","Furiex Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"FFHL","Fuwei Films (Holdings) Co., Ltd.","2006","Capital Goods","Specialty Chemicals"
"FXEN","FX Energy, Inc.","n/a","Energy","Oil & Gas Production"
"GK","G&K Services, Inc.","n/a","Consumer Services","Other Consumer Services"
"WILC","G. Willi-Food International,  Ltd.","n/a","Consumer Non-Durables","Food Distributors"
"GAIA","Gaiam, Inc.","1999","Consumer Services","Movies/Entertainment"
"GALT","Galectin Therapeutics Inc.","n/a","Health Care","Major Pharmaceuticals"
"GALTU","Galectin Therapeutics Inc.","n/a","Health Care","Major Pharmaceuticals"
"GALTW","Galectin Therapeutics Inc.","n/a","Health Care","Major Pharmaceuticals"
"GALE","Galena Biopharma, Inc.","n/a","Health Care","Major Pharmaceuticals"
"GPIC","Gaming Partners International Corporation","n/a","Consumer Non-Durables","Recreational Products/Toys"
"GRMN","Garmin Ltd.","2000","Capital Goods","Industrial Machinery/Components"
"GARS","Garrison Capital Inc.","n/a","n/a","n/a"
"GKNT","Geeknet, Inc.","n/a","Consumer Services","Other Specialty Stores"
"GENC","Gencor Industries Inc.","n/a","Capital Goods","Construction/Ag Equipment/Trucks"
"GNCMA","General Communication, Inc.","n/a","Public Utilities","Telecommunications Equipment"
"GFN","General Finance Corporation","n/a","Consumer Services","Other Specialty Stores"
"GFNCP","General Finance Corporation","n/a","Consumer Services","Other Specialty Stores"
"GENE","Genetic Technologies Ltd","1980","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"GNMK","GenMark Diagnostics, Inc.","2010","Health Care","Medical/Dental Instruments"
"GHDX","Genomic Health, Inc.","2005","Health Care","Medical Specialities"
"GNTX","Gentex Corporation","1981","Capital Goods","Auto Parts:O.E.M."
"THRM","Gentherm Inc","2006","Capital Goods","Auto Parts:O.E.M."
"GENT","Gentium SpA","n/a","Health Care","Major Pharmaceuticals"
"GTIV","Gentiva Health Services, Inc.","n/a","Health Care","Medical/Nursing Services"
"GNVC","GenVec, Inc.","2000","Health Care","Major Pharmaceuticals"
"GMETP","GeoMet, Inc.","n/a","Energy","Oil & Gas Production"
"GTWN","Georgetown Bancorp, Inc.","n/a","Finance","Major Banks"
"GEOS","Geospace Technologies Corporation","n/a","Capital Goods","Industrial Machinery/Components"
"GABC","German American Bancorp, Inc.","n/a","Finance","Major Banks"
"GERN","Geron Corporation","1996","Health Care","Major Pharmaceuticals"
"GEVO","Gevo, Inc.","n/a","Basic Industries","Major Chemicals"
"ROCK","Gibraltar Industries, Inc.","1993","Capital Goods","Steel/Iron Ore"
"GIGM","GigaMedia Limited","n/a","Technology","Computer Software: Programming, Data Processing"
"GIGA","Giga-tronics Incorporated","1983","Capital Goods","Electrical Products"
"GIII","G-III Apparel Group, LTD.","1989","Consumer Non-Durables","Apparel"
"GILT","Gilat Satellite Networks Ltd.","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"GILD","Gilead Sciences, Inc.","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"GIVN","Given Imaging Ltd.","2001","Health Care","Medical/Dental Instruments"
"GBCI","Glacier Bancorp, Inc.","n/a","Finance","Major Banks"
"GLAD","Gladstone Capital Corporation","2001","n/a","n/a"
"GLADP","Gladstone Capital Corporation","n/a","n/a","n/a"
"GOOD","Gladstone Commercial Corporation","1980","Consumer Services","Real Estate"
"GOODN","Gladstone Commercial Corporation","n/a","Consumer Services","Real Estate"
"GOODO","Gladstone Commercial Corporation","n/a","Consumer Services","Real Estate"
"GOODP","Gladstone Commercial Corporation","n/a","Consumer Services","Real Estate"
"GAIN","Gladstone Investment Corporation","2005","n/a","n/a"
"GAINP","Gladstone Investment Corporation","n/a","n/a","n/a"
"LAND","Gladstone Land Corporation","1993","Consumer Services","Real Estate Investment Trusts"
"GLCH","Gleacher & Company, Inc.","n/a","Finance","Investment Bankers/Brokers/Service"
"GLBZ","Glen Burnie Bancorp","n/a","Finance","Major Banks"
"ENT","Global Eagle Entertainment Inc.","1998","Consumer Services","Telecommunications Equipment"
"GBLI","Global Indemnity plc","n/a","Finance","Property-Casualty Insurers"
"GLPW","Global Power Equipment Group Inc","n/a","Capital Goods","Metal Fabrications"
"GSOL","Global Sources Ltd.","n/a","Consumer Services","Advertising"
"SOCL","Global X Funds Global X Social Media Index ETF","n/a","n/a","n/a"
"QQQC","Global X NASDAQ China Technology ETF","n/a","n/a","n/a"
"GAI","Global-Tech Advanced Innovations Inc.","1971","Consumer Durables","Home Furnishings"
"GSM","Globe Specialty Metals Inc.","2009","Capital Goods","Metal Fabrications"
"GCOM","Globecomm Systems Inc.","1997","Technology","Radio And Television Broadcasting And Communications Equipment"
"GLBS","Globus Maritime Limited","n/a","Transportation","Marine Transportation"
"GLUU","Glu Mobile Inc.","2007","Technology","EDP Services"
"GOGO","Gogo Inc.","n/a","Consumer Services","Telecommunications Equipment"
"GLNG","Golar LNG Limited","n/a","Consumer Services","Marine Transportation"
"GMLP","Golar LNG Partners LP","n/a","Consumer Services","Marine Transportation"
"GLDC","Golden Enterprises, Inc.","n/a","Consumer Non-Durables","Packaged Foods"
"GBDC","Golub Capital BDC, Inc.","2010","n/a","n/a"
"GTIM","Good Times Restaurants Inc.","n/a","Consumer Services","Restaurants"
"GOOG","Google Inc.","2004","Technology","Computer Software: Programming, Data Processing"
"GMAN","Gordmans Stores, Inc.","2010","Consumer Services","Clothing/Shoe/Accessory Stores"
"LOPE","Grand Canyon Education, Inc.","2008","Consumer Services","Other Consumer Services"
"GRVY","GRAVITY Co., Ltd.","2005","Miscellaneous","Business Services"
"GLDD","Great Lakes Dredge & Dock Corporation","n/a","Basic Industries","Military/Government/Technical"
"GSBC","Great Southern Bancorp, Inc.","1989","Finance","Major Banks"
"GMCR","Green Mountain Coffee Roasters, Inc.","1993","Consumer Non-Durables","Packaged Foods"
"GPRE","Green Plains Renewable Energy, Inc.","n/a","Basic Industries","Major Chemicals"
"GCBC","Greene County Bancorp, Inc.","n/a","Finance","Banks"
"GLRE","Greenlight Reinsurance, Ltd.","2007","Finance","Property-Casualty Insurers"
"GRIF","Griffin Land & Nurseries, Inc.","n/a","Finance","Real Estate"
"GRFS","Grifols, S.A.","n/a","Health Care","Major Pharmaceuticals"
"GRPN","Groupon, Inc.","n/a","Technology","Advertising"
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","2006","Transportation","Aerospace"
"GGAL","Grupo Financiero Galicia S.A.","n/a","Finance","Commercial Banks"
"GSIG","GSI Group, Inc.","n/a","Energy","Industrial Machinery/Components"
"GSIT","GSI Technology, Inc.","2007","Technology","Semiconductors"
"GSVC","GSV Capital Corp","n/a","n/a","n/a"
"GTAT","GT Advanced Technologies, Inc.","n/a","Technology","Semiconductors"
"GTXI","GTx, Inc.","2004","Health Care","Major Pharmaceuticals"
"GPRC","Guanwei Recycling Corp.","n/a","Basic Industries","Containers/Packaging"
"GBNK","Guaranty Bancorp","n/a","Finance","Major Banks"
"GFED","Guaranty Federal Bancshares, Inc.","n/a","Finance","Major Banks"
"GUID","Guidance Software, Inc.","2006","Technology","Computer Software: Prepackaged Software"
"GIFI","Gulf Island Fabrication, Inc.","1997","Capital Goods","Metal Fabrications"
"GURE","Gulf Resources, Inc.","n/a","Basic Industries","Major Chemicals"
"GPOR","Gulfport Energy Corporation","n/a","Energy","Oil & Gas Production"
"GWPH","GW Pharmaceuticals Plc","n/a","Health Care","Major Pharmaceuticals"
"GYRO","Gyrodyne Company of America, Inc.","n/a","Consumer Services","Building operators"
"HEES","H&E Equipment Services, Inc.","2006","n/a","n/a"
"HNRG","Hallador Energy Company","n/a","Energy","Coal Mining"
"HALL","Hallmark Financial Services, Inc.","n/a","Finance","Property-Casualty Insurers"
"HALO","Halozyme Therapeutics, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"HBK","Hamilton Bancorp, Inc.","n/a","Finance","Savings Institutions"
"HBNK","Hampden Bancorp, Inc.","n/a","Finance","Banks"
"HMPR","Hampton Roads Bankshares Inc","n/a","Finance","Major Banks"
"HBHC","Hancock Holding Company","n/a","Finance","Major Banks"
"HNH","Handy & Harman Ltd.","n/a","Capital Goods","Industrial Specialties"
"HAFC","Hanmi Financial Corporation","n/a","Finance","Major Banks"
"HNSN","Hansen Medical, Inc.","2006","Health Care","Industrial Specialties"
"HSOL","Hanwha SolarOne Co., Ltd.","n/a","Technology","Semiconductors"
"HDNG","Hardinge, Inc.","1995","Capital Goods","Industrial Machinery/Components"
"HLIT","Harmonic Inc.","1995","Technology","Radio And Television Broadcasting And Communications Equipment"
"TINY","Harris & Harris Group, Inc.","n/a","Finance","Finance/Investors Services"
"HPOL","Harris Interactive, Inc.","1999","Consumer Services","Professional Services"
"HBIO","Harvard Bioscience, Inc.","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"HCAP","Harvest Capital Credit Corporation","n/a","n/a","n/a"
"HAS","Hasbro, Inc.","n/a","Consumer Non-Durables","Recreational Products/Toys"
"HAST","Hastings Entertainment, Inc.","1998","Consumer Services","Consumer Electronics/Video Chains"
"HAUP","Hauppauge Digital, Inc.","n/a","Technology","Computer peripheral equipment"
"HA","Hawaiian Holdings, Inc.","n/a","Transportation","Air Freight/Delivery Services"
"HCOM","Hawaiian Telcom Holdco, Inc.","1997","Consumer Services","Telecommunications Equipment"
"HWKN","Hawkins, Inc.","n/a","Consumer Durables","Specialty Chemicals"
"HWBK","Hawthorn Bancshares, Inc.","n/a","Finance","Major Banks"
"HAYN","Haynes International, Inc.","2007","Capital Goods","Steel/Iron Ore"
"HCIIP","HCI Group, Inc.","n/a","Finance","Property-Casualty Insurers"
"HDS","HD Supply Holdings, Inc.","1987","Consumer Services","Office Equipment/Supplies/Services"
"HIIQ","Health Insurance Innovations, Inc.","n/a","Finance","Specialty Insurers"
"HCSG","Healthcare Services Group, Inc.","1983","Finance","Diversified Commercial Services"
"HSTM","HealthStream, Inc.","2000","Technology","Computer Software: Programming, Data Processing"
"HWAY","Healthways, Inc.","n/a","Health Care","Hospital/Nursing Management"
"HTLD","Heartland Express, Inc.","1986","Transportation","Trucking Freight/Courier Services"
"HTLF","Heartland Financial USA, Inc.","n/a","Finance","Major Banks"
"HTWR","Heartware International, Inc.","n/a","Health Care","Medical/Dental Instruments"
"HTBX","Heat Biologics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"HSII","Heidrick & Struggles International, Inc.","1999","Technology","Diversified Commercial Services"
"HELE","Helen of Troy Limited","1971","Consumer Durables","Home Furnishings"
"HMNY","Helios and Matheson Analytics Inc","n/a","Consumer Services","Other Consumer Services"
"HMTV","Hemisphere Media Group, Inc.","n/a","Consumer Services","Television Services"
"HSIC","Henry Schein, Inc.","1995","Health Care","Medical Specialities"
"HERO","Hercules Offshore, Inc.","2005","Energy","Oil & Gas Production"
"HTBK","Heritage Commerce Corp","n/a","Finance","Major Banks"
"HFWA","Heritage Financial Corporation","n/a","Finance","Banks"
"HBOS","Heritage Financial Group","n/a","Finance","Savings Institutions"
"HEOP","Heritage Oaks Bancorp","n/a","Finance","Major Banks"
"HCCI","Heritage-Crystal Clean, Inc.","2008","Basic Industries","Miscellaneous"
"MLHR","Herman Miller, Inc.","1970","Consumer Durables","Office Equipment/Supplies/Services"
"HSKA","Heska Corporation","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"HFFC","HF Financial Corp.","n/a","Finance","Savings Institutions"
"HTWO","HF2 Financial Management Inc.","n/a","Finance","Business Services"
"HIBB","Hibbett Sports, Inc.","1996","Consumer Services","Other Specialty Stores"
"HTCO","Hickory Tech Corporation","n/a","Public Utilities","Telecommunications Equipment"
"HIHO","Highway Holdings Limited","n/a","Capital Goods","Metal Fabrications"
"HIMX","Himax Technologies, Inc.","2006","Technology","Semiconductors"
"HIFS","Hingham Institution for Savings","n/a","n/a","n/a"
"HITK","Hi-Tech Pharmacal Co., Inc.","1992","Health Care","Major Pharmaceuticals"
"HITT","Hittite Microwave Corporation","2005","Technology","Semiconductors"
"HMNF","HMN Financial, Inc.","n/a","Finance","Savings Institutions"
"HMSY","HMS Holdings Corp","1992","Miscellaneous","Business Services"
"HOLI","Hollysys Automation Technologies, Ltd.","n/a","Energy","Industrial Machinery/Components"
"HOLL","Hollywood Media Corp.","n/a","Consumer Services","Other Specialty Stores"
"HOLX","Hologic, Inc.","1990","Health Care","Medical Electronics"
"HBCP","Home Bancorp, Inc.","n/a","Finance","Banks"
"HOMB","Home BancShares, Inc.","2006","Finance","Major Banks"
"HOME","Home Federal Bancorp, Inc.","1979","Finance","Savings Institutions"
"HFBL","Home Federal Bancorp, Inc. of Louisiana","n/a","Finance","Savings Institutions"
"HMIN","Home Inns & Hotels Management Inc.","n/a","Consumer Services","Hotels/Resorts"
"HLSS","Home Loan Servicing Solutions, Ltd.","n/a","Finance","Finance: Consumer Services"
"AWAY","HomeAway, Inc.","n/a","Technology","EDP Services"
"HMST","HomeStreet, Inc.","n/a","Finance","Banks"
"HTBI","HomeTrust Bancshares, Inc.","n/a","Finance","Savings Institutions"
"HPJ","Hong Kong Highpower Technology","n/a","Energy","Industrial Machinery/Components"
"HKTV","Hong Kong Television Network Limited","n/a","Public Utilities","Telecommunications Equipment"
"HOFT","Hooker Furniture Corporation","n/a","Consumer Durables","Home Furnishings"
